id,name,brewery_type,address_1,address_2,address_3,city,state_province,postal_code,country,longitude,latitude,phone,website_url,state,street,coordinates_available
d35b40b0-a3ff-4878-a6ee-9caa2149b521,1623 Brewing Company,brewpub,5975 Exchange Dr Suite H-L,Not Available,Not Available,Eldersburg,Maryland,21784,United States,-76.9773575,39.4164017,4432181410,https://1623brewing.com,Maryland,5975 Exchange Dr Suite H-L,True
84bd3b3c-bd2d-4e07-bc31-b43a8c8ebf4c,1717 Brewing Co,micro,322 E Court Ave,Not Available,Not Available,Des Moines,Iowa,50309-2015,United States,-93.6120353,41.5872267,5152437868,http://1717brewing.com,Iowa,322 E Court Ave,True
f41a0c47-ba9b-4547-bfed-fcbefe0fc74b,1718 Ocracoke Brewing,brewpub,1129 Irvin Garrish Hwy,Not Available,Not Available,Ocracoke,North Carolina,27960,United States,-75.97176063,35.10715368,2529282337,http://www.ocracokebrewing.com,North Carolina,1129 Irvin Garrish Hwy,True
84d621c4-81a5-44e6-aca7-1566c2e67cc0,1781 Brewing Company,micro,11109 Plank Rd,Not Available,Not Available,Spotsylvania,Virginia,22553-4258,United States,0.0,0.0,5408412598,Not Available,Virginia,11109 Plank Rd,False
896f26a1-d80e-4790-9287-026a86c1799d,180 and Tapped,micro,2010 A State Ave,Not Available,Not Available,Coraopolis,Pennsylvania,15108,United States,-80.15020356,40.50984957,4127375273,http://www.180andtapped.com,Pennsylvania,2010 A State Ave,True
31935dfe-87ab-4b3c-b845-1347e78f3d98,1812 Brewery,micro,13006 Mason Road NE,Not Available,Not Available,Cumberland,Maryland,21502,United States,-78.7008528,39.7021475,3013382490,http://1812brewery.com/,Maryland,13006 Mason Road NE,True
46839a79-b7bf-4733-b91b-ce116d062a57,1817 Brewery,micro,100 B South Olive St,Not Available,Not Available,okolona,Mississippi,38860,United States,-88.750264,34.001703,6623055907,Not Available,Mississippi,100 B South Olive St,True
1a1b2165-73ed-40aa-b89b-56794d140f22,1840 Brewing Company,micro,342 E Ward St,Not Available,Not Available,Milwaukee,Wisconsin,53207-1348,United States,-87.90606942,43.00436242,4142364056,http://www.1840brewing.com,Wisconsin,342 E Ward St,True
fe6b9893-b93e-43d5-a9f6-3e0c89a3f13c,1850 Brewing Company,micro,Not Available,Not Available,Not Available,Mariposa,California,95338,United States,-119.9036592,37.570148,Not Available,http://www.1850restaurant.com,California,,True
b51f3cdf-60ff-4ae1-94a7-76906c7d62eb,18th Street Brewery,micro,5725 Miller Ave,Not Available,Not Available,Gary,Indiana,46403-2871,United States,-87.26887786,41.59928343,Not Available,http://www.18thstreetbrewery.com,Indiana,5725 Miller Ave,True
add7f978-942e-4d56-b209-c80837a51d69,18th Street Brewery,micro,5417 Oakley Ave,Not Available,Not Available,Hammond,Indiana,46320-1817,United States,-87.517422,41.61556796,Not Available,Not Available,Indiana,5417 Oakley Ave,True
dbde8235-2b55-4d8b-8b1c-438155abe104,1905 Brewing Company,micro,1301 S Chestnut St,Not Available,Not Available,Assumption,Illinois,62510-8504,United States,-89.0503635,39.5172564,2172549374,http://1905BrewingCompany.com,Illinois,1301 S Chestnut St,True
4f4b5b34-d572-4dff-a18f-47e507c073e6,1912 Brewing,micro,2045 N Forbes Blvd Ste 105,Not Available,Not Available,Tucson,Arizona,85745-1444,United States,-110.9927505,32.24673727,5202564851,http://www.1912brewing.com,Arizona,2045 N Forbes Blvd Ste 105,True
4ccad9b9-f9cf-4d21-b6d5-ab005ee1532d,192 Brewing,micro,7324 NE 175th St,Not Available,Not Available,Kenmore,Washington,98028-2500,United States,-122.2415652,47.75670075,4254242337,http://www.192brewing.com,Washington,7324 NE 175th St,True
4a09f017-db8f-42e1-a8ec-a0cd81c28761,1940's Brewing Company,micro,1337 Lincoln Ave Unit 1,Not Available,Not Available,Holbrook,New York,11741-2275,United States,0.0,0.0,6315334838,http://www.1940sbrewingcompany.com,New York,1337 Lincoln Ave Unit 1,False
4dcaeaa3-d7cc-4016-9392-5bde4e3a8f4d,1st Republic Brewing Co,micro,39 River Rd Ste 6,Not Available,Not Available,Essex Junction,Vermont,05452-3879,United States,0.0,0.0,8028575318,https://www.1strepublicbrewingco.com/,Vermont,39 River Rd Ste 6,False
9046adec-ed04-4c60-8043-4a02e9e2dabc,2 Basset Brewery,micro,202 E Main St,Not Available,Not Available,White Sulphur Springs,Montana,59645-9081,United States,-110.9004865,46.54807609,4065472337,http://www.2bassetbrewery.com,Montana,202 E Main St,True
8436b02b-9a06-474c-b5eb-8ff9aedf1f99,2 Dogz and A Guy Brewing,micro,228 Church St,Not Available,Not Available,Montrose,Pennsylvania,18801-1271,United States,-75.8800318,41.8336364,5704320069,http://2dogzandaguybrewing.com,Pennsylvania,228 Church St,True
2005a2bb-0f89-4520-8553-f79cf0b4c909,2 Feet Brewing Company,brewpub,80 Columbia St,Not Available,Not Available,Bangor,Maine,04401-6319,United States,-68.77283099,44.80012684,2075731979,http://www.2feetbrewing.com,Maine,80 Columbia St,True
d30841d8-0152-469f-9a19-1b97a5f965a6,2 HALFS Brewing Distilling,micro,2 Stokes Avenue,Not Available,Not Available,Alexandria,NSW,2015,Australia,151.1979,-33.902839,+61 2 8068 0915,https://2halfs.com.au/,NSW,2 Stokes Avenue,True
6948c755-a504-42f9-88e8-d04d027731e5,2 Row Brewing,micro,6856 S 300 W,Not Available,Not Available,Midvale,Utah,84047-1083,United States,-111.9007652,40.5950202,8019878663,http://www.2rowbrewing.com,Utah,6856 S 300 W,True
fb2460bb-d6bb-4690-a700-f0b5628cc7dd,2 Silos Brewing Company,micro,9925 Discovery Blvd,Not Available,Not Available,Manassas,Virginia,20109,United States,0.0,0.0,7034202257,http://www.2silosbrewing.com,Virginia,9925 Discovery Blvd,False
836cb05e-ee8f-4798-859e-fe0bedb0186a,2 Tones Brewing Co.,micro,4539 E Broad St,Not Available,Not Available,Whitehall,Ohio,43213-1308,United States,-82.9118174,40.0030689,Not Available,http://www.2tonesbrewingco.com,Ohio,4539 E Broad St,True
5ec3b488-48bd-49a7-9828-05bd90195cd5,2 Tread Brewing Co,brewpub,1018 Santa Rosa Plz,Not Available,Not Available,Santa Rosa,California,95401-6399,United States,-122.7167729,38.4387767,4152330857,http://www.2treadbrewing.com,California,1018 Santa Rosa Plz,True
8624d11b-8593-49a8-89b4-c46a0f111cd7,2 Way Brewing Company,brewpub,18 W Main St,Not Available,Not Available,Beacon,New York,12508-2512,United States,-73.9809868,41.5082102,8452027334,http://www.2waybrewingcompany.com,New York,18 W Main St,True
5cda93ce-6b16-4374-9d43-bb4383be0187,2 Witches Winery and Brewing Company,micro,209 Trade St,Not Available,Not Available,Danville,Virginia,24541-3545,United States,-79.42125553,36.58590349,4345492739,http://www.2witcheswinebrew.com,Virginia,209 Trade St,True
64a48d9e-08e9-45e3-83ca-f00d24bb7e49,20 Corners Brewing LLC,brewpub,14148 NE 190th St Ste A,Not Available,Not Available,Woodinville,Washington,98072-8437,United States,-122.1517007,47.76864301,4253755223,http://www.20cornersbrewing.com,Washington,14148 NE 190th St Ste A,True
c018299b-db2d-438b-b58c-ecaa0f07a0df,210 Brewing Co,brewpub,3438 Stoluckquamish Ln,Not Available,Not Available,Arlington,Washington,98223-9056,United States,-122.18421,48.215096,3604749740,http://www.angelofthewind.com,Washington,3438 Stoluckquamish Ln,True
00fdce16-e1dd-4678-87f2-45550f9083e1,212 Brewing Company,contract,21476 Route 23,Not Available,Not Available,Davenport,New York,13750,United States,0.0,0.0,2123779050,Not Available,New York,21476 Route 23,False
46a8ed58-5d1a-413e-871e-d2d29d6d43f0,217 Brew Works,micro,217 South St S,Not Available,Not Available,Wilson,North Carolina,27893-4911,United States,-77.9120318,35.7227625,2529916959,Not Available,North Carolina,217 South St S,True
63baab9a-b561-4eff-8619-f95290a61b77,21st Amendment Brewery,regional,2010 Williams St Unit A,Not Available,Not Available,San Leandro,California,94577-2334,United States,-122.1772928,37.71130036,5105952111,http://www.21st-Amendment.com,California,2010 Williams St Unit A,True
8f9621dc-da98-4ddb-82a1-039c9e2b3224,21st Amendment Brewery Cafe,brewpub,563 2nd St,Not Available,Not Available,San Francisco,California,94107-1411,United States,-122.3925769,37.782448,4153690900,http://www.21st-amendment.com,California,563 2nd St,True
84337872-75da-4cdd-9f8f-1e1691f21642,21st St Brewers Bar,brewpub,2017 Chouteau Ave,Not Available,Not Available,Saint Louis,Missouri,63103,United States,-90.213781,38.624291,3142416969,http://www.21stbrew.com,Missouri,2017 Chouteau Ave,True
2711c5ad-83cb-4917-932e-b8bbf1a25ffb,23 Brewing Company / Lizzie B's Cafe,brewpub,2010 KY Route 321,Not Available,Not Available,Prestonsburg,Kentucky,41653-9103,United States,0.0,0.0,6068862844,http://www.23brewingcompany.com,Kentucky,2010 KY Route 321,False
e05dc493-284f-4ece-995e-19899398f077,238 Brewing Company,closed,10321 E Day Mt Spokane Rd,Not Available,Not Available,Mead,Washington,99021,United States,0.0,0.0,5092382739,http://www.238brewing.com,Washington,10321 E Day Mt Spokane Rd,False
29c73154-9117-4f27-98e1-b5bb5f69c055,23rd Ave Brewery,closed,2313 S Jackson St,Not Available,Not Available,Seattle,Washington,98144-2340,United States,-122.301811,47.599163,2066792048,https://23rd-ave-brewery.square.site,Washington,2313 S Jackson St,True
c70c8ad5-4bfa-4b2a-a383-7e7d15e0baf9,23rd Street Brewery,brewpub,3512 Clinton Pkwy,Not Available,Not Available,Lawrence,Kansas,66047-2145,United States,-95.28093353,38.9429674,7858562337,http://www.brew23.com,Kansas,3512 Clinton Pkwy,True
6751228c-5373-4a54-8d68-72df6849a437,26 Degree Brewing Company,micro,2600 E Atlantic Blvd,Not Available,Not Available,Pompano Beach,Florida,33062-4940,United States,-80.1224169,26.2316338,9545326964,Not Available,Florida,2600 E Atlantic Blvd,True
e0444512-54a6-4a44-b5bb-0f9b88326454,27 South Brewing,micro,44 Milsom Street,3,Not Available,Coorparoo,QLD,4151,Australia,153.0567537,-27.4869498,Not Available,http://www.27southbrewing.com.au/,QLD,44 Milsom Street,True
43cd61af-dd59-4a91-8e3f-fce26a141a9b,28 Brewery,micro,80 Boulevard Anspach,Not Available,Not Available,Bruxelles,Brussels Capital Region,1000,Belgium,4.3499006,50.8482035,+32 2 880 47 00,https://www.belgianbeerworld.be/,Brussels Capital Region,80 Boulevard Anspach,True
d6e77d51-2fa2-44cb-89b3-c94bf1dc77df,28th State Brewing,planning,Not Available,Not Available,Not Available,Houston,Texas,77095-6933,United States,0.0,0.0,Not Available,https://www.instagram.com/28thstatebrew/?hl=en,Texas,,False
7d13ee75-e7e3-4623-862a-43a18dd6a1ae,2C Family Brewing Co.,micro,1215 1st St S,Not Available,Not Available,Nampa,Idaho,83651-3957,United States,-116.559282,43.578989,2084753981,Not Available,Idaho,1215 1st St S,True
5fdcc498-f9df-4fa5-b35d-487a59f0fecc,2Kids Brewing Company,micro,8680 Miralani Dr Ste 123,Not Available,Not Available,San Diego,California,92126-6391,United States,-117.137429,32.896584,8584805437,http://www.2kidsBrewing.com,California,8680 Miralani Dr Ste 123,True
be0ec266-d637-42e4-94ba-4ce21e456054,2nd Shift Brewing Co,brewpub,1601 Sublette Ave,Not Available,Not Available,Saint Louis,Missouri,63110-1924,United States,-90.280526,38.621943,6187910728,http://www.2ndshiftbrewing.com,Missouri,1601 Sublette Ave,True
fb8eee34-da8a-42b2-bc4c-77020024a7f0,2nd Story Brewing Company,brewpub,117 Chestnut St Frnt,Not Available,Not Available,Philadelphia,Pennsylvania,19106-4700,United States,0.0,0.0,2673145770,http://www.2ndstorybrewing.com/,Pennsylvania,117 Chestnut St Frnt,False
3cf2698f-4193-4591-aab3-a8ef0fbedcab,2SP Brewing Company,micro,120 Concord Rd,Not Available,Not Available,Aston,Pennsylvania,19014-2909,United States,0.0,0.0,4844837860,http://www.2spbrewing.com,Pennsylvania,120 Concord Rd,False
e2923681-b2b4-443b-9f90-6d560992e85f,2T,micro,Bismarckstraße 1,Not Available,Not Available,Lindlar,Nordrhein-Westfalen,51789,Germany,7.375127,51.0241713,+49 2266 8058830,http://www.2t-brauerei.de,Nordrhein-Westfalen,Bismarckstraße 1,True
9fdb80f1-a96f-4dc4-80a2-5b0d9a246916,3 Beards Beer Company,contract,4 Main St,Not Available,Not Available,Williamsburg,Massachusetts,01096,United States,-72.7305059,42.3923659,6173837039,http://www.3beardsbeer.com,Massachusetts,4 Main St,True
58fd6094-aa06-487e-85fe-4376cd81f0ab,3 Brewers,brewpub,275 Yonge Street,Not Available,Not Available,Toronto,Ontario,M5B1N8,Canada,-79.3804435,43.6555221,(647) 347-6286,https://www.les3brasseurs.ca/en/find-a-3-brasseurs/,Ontario,275 Yonge Street,True
065200ec-51cf-4612-b1b9-61f7db489c3c,3 Daughters Brewing,micro,222 22nd St S,Not Available,Not Available,Saint Petersburg,Florida,33712-1240,United States,-82.6629721,27.76899022,7274956002,http://www.3dbrewing.com,Florida,222 22nd St S,True
60c00c0b-b797-4f6a-b442-3bfbaec156ca,3 Disciples Brewing,micro,Not Available,Not Available,Not Available,Sebastopol,California,95472-5937,United States,-122.8332502,38.3845125,7072287309,http://www.3disciplesbrewing.com/home,California,,True
ad9ec3c5-cd44-4fcb-a4d1-cbec897839b1,3 Fonteinen,micro,47 Molenstraat,Not Available,Not Available,Beersel,Vlaanderen,1651,Belgium,4.2736147,50.763105,+32 2 306 71 03,https://3fonteinen.be/nl/,Vlaanderen,47 Molenstraat,True
a1887b5a-0c21-43cf-9547-527b7c11dcf4,3 Freaks Brewing Co,micro,7140 E County Line Rd,Not Available,Not Available,Highlands Ranch,Colorado,80126-3926,United States,-104.9426656,39.5659575,7202990994,http://www.3freaksbrewery.com,Colorado,7140 E County Line Rd,True
a74744eb-ca98-43c5-9199-09df39f8b400,3 Iron Brewing Company,micro,898 Via Lata Ste A,Not Available,Not Available,Colton,California,92324-3920,United States,-117.3066993,34.05616889,9095334892,http://www.3ironbrewingco.com,California,898 Via Lata Ste A,True
1218736c-bfcf-4b95-b473-7399aaf60d1d,"3 Keys Brewing Company, LLC",brewpub,2505 Manatee Ave E,Not Available,Not Available,Bradenton,Florida,34208-2421,United States,-82.53393502,27.49645026,9412180396,http://www.3keysbrewing.com,Florida,2505 Manatee Ave E,True
ed387340-ea78-4f65-9de0-15e2da50371e,3 Nations Brewing,micro,2405 Squire Pl Ste 200,Not Available,Not Available,Farmers Branch,Texas,75234-4714,United States,-96.89883128,32.93044336,4696607184,http://www.threenationsbrewing.com,Texas,2405 Squire Pl Ste 200,True
50f26a2b-242d-40af-b78b-cf975ce37761,3 Ravens,micro,260 Dundas Street,Not Available,Not Available,Thornbury,VIC,3071,Australia,145.026872,-37.755894,+61 424 707 592,https://3ravens.com.au/index,VIC,260 Dundas Street,True
a8fda9a9-026b-4b15-86b9-62b4ccb126c1,3 Sheeps Brewing Co,micro,1837 North Ave,Not Available,Not Available,Sheboygan,Wisconsin,53083-4620,United States,-87.73006524,43.77384561,9209469715,http://www.3sheepsbrewing.com,Wisconsin,1837 North Ave,True
5595bb24-e2b8-4a6e-9f0b-451fac8dd903,3 Sheets Brewery,micro,136 W 1st Ave,Not Available,Not Available,Albany,Oregon,97321,United States,0.0,0.0,5416190183,http://www.3sheetsbrewery.com,Oregon,136 W 1st Ave,False
e2ddeea8-03d4-43e7-bfd0-d27797b9d016,3 Sons Brewing Co.,proprietor,236 N Federal Hwy,Not Available,Not Available,Dania,Florida,33004-2870,United States,-80.14361029,26.04800238,9546013833,http://www.3sonsbrewingco.com,Florida,236 N Federal Hwy,True
bd8b76ca-a70a-4363-96cb-24f1d0118a74,3 Stars Brewing Co,closed,6400 Chillum Pl NW Ste B,Not Available,Not Available,Washington,District of Columbia,20012-2111,United States,0.0,0.0,2026700333,http://www.3starsbrewing.com,District of Columbia,6400 Chillum Pl NW Ste B,False
cb56e27e-d113-4f74-925a-69305a56d082,3 Trails Brewing Co,micro,111 N Main St,Not Available,Not Available,Independence,Missouri,64050,United States,-94.41265,39.122385,8168866256,http://www.3trailsbrewing.com,Missouri,111 N Main St,True
